product_id,date,revenue,units_sold,weather_condition,weather_temp,customer_flow,discount_percentage,sales_uid
Cake,2025-03-07,144.0,24,Rainy,14.6,29,0,gen_88a1389fd9
Salad,2025-03-07,180.0,20,Rainy,14.6,30,0,gen_a74e654f53
Wrap,2025-03-07,202.5,27,Rainy,14.6,45,0,gen_6b6bbcf330
Coffee Beans,2025-03-08,735.0,49,Rainy,13.3,84,0,gen_1091b6bc9e
Milk,2025-03-08,237.0,79,Rainy,13.3,139,0,gen_2795c208bd
Croissant,2025-03-08,279.0,62,Rainy,13.3,98,0,gen_4af09dc832
Muffin,2025-03-08,182.0,52,Rainy,13.3,74,0,gen_2dddc5017c
Sandwich,2025-03-08,288.0,36,Rainy,13.3,60,0,gen_2be7a96d42
Juice,2025-03-08,280.0,56,Rainy,13.3,68,0,gen_52b4f60965
Tea,2025-03-08,204.0,51,Rainy,13.3,87,0,gen_a3d831f55f
Cake,2025-03-08,168.0,28,Rainy,13.3,44,0,gen_8b6f755269
Salad,2025-03-08,180.0,20,Rainy,13.3,34,0,gen_dc67f96194
Wrap,2025-03-08,195.0,26,Rainy,13.3,45,0,gen_409c588edd
Coffee Beans,2025-03-09,990.0,66,Sunny,20.8,80,0,gen_b8028fe5d2
Milk,2025-03-09,354.0,118,Sunny,20.8,159,0,gen_5b9402ee4b
Croissant,2025-03-09,514.35,127,Sunny,20.8,182,10,gen_7385c230b1
Muffin,2025-03-09,224.0,64,Sunny,20.8,109,0,gen_d59dde6f09
Sandwich,2025-03-09,448.0,56,Sunny,20.8,85,0,gen_1862c49d40
Juice,2025-03-09,505.0,101,Sunny,20.8,152,0,gen_9064d5ba69
Tea,2025-03-09,324.0,81,Sunny,20.8,127,0,gen_520cf4b1b2
Cake,2025-03-09,252.0,42,Sunny,20.8,61,0,gen_e2d5c8bbd0
Salad,2025-03-09,297.0,33,Sunny,20.8,42,0,gen_83831c1411
Wrap,2025-03-09,375.0,50,Sunny,20.8,81,0,gen_e74a5b6a00
Coffee Beans,2025-03-10,630.0,42,Sunny,21.1,69,0,gen_04ecf7279f
Milk,2025-03-10,267.0,89,Sunny,21.1,123,0,gen_a469838fa8
Croissant,2025-03-10,324.0,72,Sunny,21.1,125,0,gen_3a1edd41dd
Muffin,2025-03-10,185.5,53,Sunny,21.1,63,0,gen_2e3c844430
Sandwich,2025-03-10,296.0,37,Sunny,21.1,61,0,gen_b99c9f7b8c
Juice,2025-03-10,315.0,63,Sunny,21.1,88,0,gen_505dabd28e
Tea,2025-03-10,212.0,53,Sunny,21.1,89,0,gen_0eee4a57a3
Cake,2025-03-10,156.0,26,Sunny,21.1,35,0,gen_e73723a6e3
Salad,2025-03-10,189.0,21,Sunny,21.1,33,0,gen_138043a71a
Wrap,2025-03-10,210.0,28,Sunny,21.1,48,0,gen_d7bc83942e
Coffee Beans,2025-03-11,510.0,34,Rainy,17.8,50,0,gen_25a9bd8b9e
Milk,2025-03-11,198.0,66,Rainy,17.8,87,0,gen_aad429c420
Croissant,2025-03-11,225.0,50,Rainy,17.8,63,0,gen_a0b6cf77e2
Muffin,2025-03-11,136.5,39,Rainy,17.8,69,0,gen_a9c9a4b033
Sandwich,2025-03-11,224.0,28,Rainy,17.8,39,0,gen_f9860bd5b4
Juice,2025-03-11,230.0,46,Rainy,17.8,69,0,gen_bf4eee2dc8
Tea,2025-03-11,140.0,35,Rainy,17.8,44,0,gen_905e11d99b
Cake,2025-03-11,102.0,17,Rainy,17.8,21,0,gen_5d2ac52be2
Salad,2025-03-11,144.0,16,Rainy,17.8,20,0,gen_fb0c9bfe05
Wrap,2025-03-11,142.5,19,Rainy,17.8,32,0,gen_ae3dcb119a
Coffee Beans,2025-03-12,600.0,40,Sunny,15.8,51,0,gen_0b5cc2afc3
Milk,2025-03-12,264.0,88,Sunny,15.8,131,0,gen_2687f63214
Croissant,2025-03-12,333.0,74,Sunny,15.8,123,0,gen_f04734e6d1
Muffin,2025-03-12,164.5,47,Sunny,15.8,74,0,gen_24a1fdd928
Sandwich,2025-03-12,280.0,35,Sunny,15.8,56,0,gen_49defd3dd2
Juice,2025-03-12,355.0,71,Sunny,15.8,101,0,gen_18675229aa
Tea,2025-03-12,232.0,58,Sunny,15.8,72,0,gen_8d2f75708e
Cake,2025-03-12,180.0,30,Sunny,15.8,40,0,gen_db0b66ce7b
Salad,2025-03-12,189.0,21,Sunny,15.8,37,0,gen_ee88ce4def
Wrap,2025-03-12,217.5,29,Sunny,15.8,41,0,gen_b9b739d128
Coffee Beans,2025-03-13,630.0,42,Sunny,19.8,59,0,gen_11c725f035
Milk,2025-03-13,270.0,90,Sunny,19.8,109,0,gen_2ca75570c0
Croissant,2025-03-13,319.5,71,Sunny,19.8,93,0,gen_c9339ba436
Muffin,2025-03-13,199.5,57,Sunny,19.8,82,0,gen_5259bbc557
Sandwich,2025-03-13,272.0,34,Sunny,19.8,45,0,gen_4183b91288
Juice,2025-03-13,355.0,71,Sunny,19.8,100,0,gen_dc1898f7d4
Tea,2025-03-13,224.0,56,Sunny,19.8,79,0,gen_aee1aad59e
Cake,2025-03-13,144.0,24,Sunny,19.8,35,0,gen_0dcbc240e7
Salad,2025-03-13,225.0,25,Sunny,19.8,39,0,gen_8bd16f3e76
Wrap,2025-03-13,232.5,31,Sunny,19.8,55,0,gen_ce27b267ca
Coffee Beans,2025-03-14,900.0,60,Sunny,16.2,78,0,gen_1dcf08534f
Milk,2025-03-14,336.0,112,Sunny,16.2,181,0,gen_4e31ad46a5
Croissant,2025-03-14,428.62,127,Sunny,16.2,152,25,gen_c9f53f83c1
Muffin,2025-03-14,234.5,67,Sunny,16.2,116,0,gen_b79d8bb28f
Sandwich,2025-03-14,338.4,47,Sunny,16.2,66,10,gen_b5ca6b6302
Juice,2025-03-14,400.0,80,Sunny,16.2,117,0,gen_cb22e26d21
Tea,2025-03-14,220.0,55,Sunny,16.2,78,0,gen_36d4e93ca7
Cake,2025-03-14,186.0,31,Sunny,16.2,49,0,gen_9902a557f7
Salad,2025-03-14,270.0,30,Sunny,16.2,48,0,gen_e9fee0dbd5
Wrap,2025-03-14,277.5,37,Sunny,16.2,57,0,gen_d2e4aae4fb
Coffee Beans,2025-03-15,795.0,53,Sunny,22.8,84,0,gen_cb741be39c
Milk,2025-03-15,348.0,116,Sunny,22.8,200,0,gen_b82f6281c1
Croissant,2025-03-15,513.0,114,Sunny,22.8,201,0,gen_4c19471cd1
Muffin,2025-03-15,287.0,82,Sunny,22.8,121,0,gen_f862934f95
Sandwich,2025-03-15,448.0,56,Sunny,22.8,91,0,gen_b4e3b19518
Juice,2025-03-15,375.0,75,Sunny,22.8,112,0,gen_d7ac0ce00c
Tea,2025-03-15,324.0,81,Sunny,22.8,101,0,gen_b6ef8bc30d
Cake,2025-03-15,234.0,39,Sunny,22.8,65,0,gen_4619956982
Salad,2025-03-15,288.0,32,Sunny,22.8,52,0,gen_fd70e00135
Wrap,2025-03-15,352.5,47,Sunny,22.8,71,0,gen_da68c030b0
Coffee Beans,2025-03-16,1065.0,71,Sunny,20.5,91,0,gen_0e1724142a
Milk,2025-03-16,372.0,124,Sunny,20.5,157,0,gen_28454a99f5
Croissant,2025-03-16,490.5,109,Sunny,20.5,187,0,gen_f7da27223b
Muffin,2025-03-16,234.5,67,Sunny,20.5,83,0,gen_e4bd8aa869
Sandwich,2025-03-16,408.0,51,Sunny,20.5,83,0,gen_39ae1a28a5
Juice,2025-03-16,385.0,77,Sunny,20.5,97,0,gen_8d4ec91cb1
Tea,2025-03-16,260.0,65,Sunny,20.5,114,0,gen_04eed36a06
Cake,2025-03-16,210.0,35,Sunny,20.5,46,0,gen_d5feef3a2b
Salad,2025-03-16,243.0,27,Sunny,20.5,41,0,gen_f64b12d5e4
Wrap,2025-03-16,292.5,39,Sunny,20.5,55,0,gen_dd4e500397
Coffee Beans,2025-03-17,600.0,40,Sunny,20.8,63,0,gen_118162ca3e
Milk,2025-03-17,279.0,93,Sunny,20.8,163,0,gen_9a577ceffc
Croissant,2025-03-17,292.5,65,Sunny,20.8,96,0,gen_a1634acd9d
Muffin,2025-03-17,185.5,53,Sunny,20.8,74,0,gen_ff36f8cb01
Sandwich,2025-03-17,304.0,38,Sunny,20.8,58,0,gen_de3ce35b8c
Juice,2025-03-17,336.0,84,Sunny,20.8,106,20,gen_0adc08c39e
Tea,2025-03-17,228.0,57,Sunny,20.8,76,0,gen_f427ca40c0
Cake,2025-03-17,168.0,28,Sunny,20.8,35,0,gen_c543f1cb6d
Salad,2025-03-17,198.0,22,Sunny,20.8,35,0,gen_336e4613f0
Wrap,2025-03-17,262.5,35,Sunny,20.8,49,0,gen_0896b18841
Coffee Beans,2025-03-18,420.0,28,Rainy,14.0,38,0,gen_265024aad2
Milk,2025-03-18,195.0,65,Rainy,14.0,90,0,gen_06b08f6e31
Croissant,2025-03-18,234.0,52,Rainy,14.0,82,0,gen_a75681d025
Muffin,2025-03-18,112.0,32,Rainy,14.0,44,0,gen_9ea329a917
Sandwich,2025-03-18,208.0,26,Rainy,14.0,38,0,gen_02f71f7696
Juice,2025-03-18,230.0,46,Rainy,14.0,55,0,gen_8f2306f326
Tea,2025-03-18,140.0,35,Rainy,14.0,48,0,gen_c2984c2446
Cake,2025-03-18,114.0,19,Rainy,14.0,28,0,gen_d9d470eb77
Salad,2025-03-18,153.0,17,Rainy,14.0,27,0,gen_db937603a5
Wrap,2025-03-18,165.0,22,Rainy,14.0,28,0,gen_2b03158f92
Coffee Beans,2025-03-19,765.0,51,Cloudy,20.2,73,0,gen_fc6dd44d80
Milk,2025-03-19,252.0,84,Cloudy,20.2,116,0,gen_f5ce32f882
Croissant,2025-03-19,346.5,77,Cloudy,20.2,128,0,gen_e9eeb09afa
Muffin,2025-03-19,178.5,51,Cloudy,20.2,72,0,gen_bd4441a0dd
Sandwich,2025-03-19,304.0,38,Cloudy,20.2,46,0,gen_f8252895e8
Juice,2025-03-19,280.0,56,Cloudy,20.2,81,0,gen_fa58ad023b
Tea,2025-03-19,220.0,55,Cloudy,20.2,91,0,gen_164f0a1423
Cake,2025-03-19,138.0,23,Cloudy,20.2,27,0,gen_df6494ffd3
Salad,2025-03-19,171.0,19,Cloudy,20.2,27,0,gen_0b14e0b0c1
Wrap,2025-03-19,225.0,30,Cloudy,20.2,37,0,gen_387943ac57
Coffee Beans,2025-03-20,690.0,46,Sunny,19.3,56,0,gen_b7a0c67d6f
Milk,2025-03-20,288.0,96,Sunny,19.3,150,0,gen_6aea75b6c0
Croissant,2025-03-20,369.0,82,Sunny,19.3,144,0,gen_b8631a7b3d
Muffin,2025-03-20,206.5,59,Sunny,19.3,77,0,gen_968f800e6c
Sandwich,2025-03-20,272.0,34,Sunny,19.3,60,0,gen_c3702ce3fa
Juice,2025-03-20,290.0,58,Sunny,19.3,72,0,gen_4923834c95
Tea,2025-03-20,196.0,49,Sunny,19.3,68,0,gen_98b3288700
Cake,2025-03-20,162.0,27,Sunny,19.3,34,0,gen_cf59393da1
Salad,2025-03-20,180.0,20,Sunny,19.3,28,0,gen_c00b97059a
Wrap,2025-03-20,217.5,29,Sunny,19.3,44,0,gen_46f9f0451b
Coffee Beans,2025-03-21,750.0,50,Cloudy,17.0,73,0,gen_bf4df8b917
Milk,2025-03-21,315.0,105,Cloudy,17.0,174,0,gen_55acaaac4e
Croissant,2025-03-21,441.0,98,Cloudy,17.0,143,0,gen_f9166b673a
Muffin,2025-03-21,223.12,75,Cloudy,17.0,110,15,gen_4d72e32d21
Sandwich,2025-03-21,328.0,41,Cloudy,17.0,52,0,gen_84c2dd48d7
Juice,2025-03-21,380.0,76,Cloudy,17.0,126,0,gen_fba7fdb3c2
Tea,2025-03-21,240.0,60,Cloudy,17.0,83,0,gen_fdcfb77c73
Cake,2025-03-21,198.0,33,Cloudy,17.0,41,0,gen_b8f1f0bd6e
Salad,2025-03-21,216.0,24,Cloudy,17.0,41,0,gen_e6dd594f71
Wrap,2025-03-21,292.5,39,Cloudy,17.0,65,0,gen_eb72be4091
Coffee Beans,2025-03-22,555.0,37,Rainy,19.2,48,0,gen_d78429a5ac
Milk,2025-03-22,297.0,99,Rainy,19.2,147,0,gen_ab8a429594
Croissant,2025-03-22,346.5,77,Rainy,19.2,95,0,gen_628c86d9bd
Muffin,2025-03-22,164.5,47,Rainy,19.2,64,0,gen_9dd0bc30c8
Sandwich,2025-03-22,320.0,40,Rainy,19.2,67,0,gen_380287c7bf
Juice,2025-03-22,265.0,53,Rainy,19.2,89,0,gen_0aba087225
Tea,2025-03-22,196.0,49,Rainy,19.2,75,0,gen_8f4e9c8f7f
Cake,2025-03-22,162.0,27,Rainy,19.2,41,0,gen_b7ad93a6e8
Salad,2025-03-22,207.0,23,Rainy,19.2,30,0,gen_af51594160
Wrap,2025-03-22,232.5,31,Rainy,19.2,50,0,gen_4db5a2ac5e
Coffee Beans,2025-03-23,900.0,60,Cloudy,19.2,81,0,gen_eb4988a88c
Milk,2025-03-23,339.0,113,Cloudy,19.2,192,0,gen_02ba8e2b45
Croissant,2025-03-23,450.0,100,Cloudy,19.2,131,0,gen_d87ee22a94
Muffin,2025-03-23,301.0,86,Cloudy,19.2,138,0,gen_7e4992c9bb
Sandwich,2025-03-23,416.0,52,Cloudy,19.2,74,0,gen_825b50a739
Juice,2025-03-23,385.0,77,Cloudy,19.2,138,0,gen_4ecf1596a2
Tea,2025-03-23,374.0,110,Cloudy,19.2,182,15,gen_00bee7e1a1
Cake,2025-03-23,204.0,34,Cloudy,19.2,48,0,gen_8f01b1ca98
Salad,2025-03-23,279.0,31,Cloudy,19.2,46,0,gen_f939a28fed
Wrap,2025-03-23,307.5,41,Cloudy,19.2,61,0,gen_3f7c480225
Coffee Beans,2025-03-24,600.0,40,Sunny,18.5,56,0,gen_1403f8a35b
Milk,2025-03-24,264.0,88,Sunny,18.5,132,0,gen_7c715856ff
Croissant,2025-03-24,283.5,63,Sunny,18.5,76,0,gen_b2977fd0e6
Muffin,2025-03-24,192.5,55,Sunny,18.5,68,0,gen_3c9b4348c7
Sandwich,2025-03-24,330.0,55,Sunny,18.5,85,25,gen_cba8d19098
Juice,2025-03-24,350.0,70,Sunny,18.5,105,0,gen_2f06762b98
Tea,2025-03-24,256.0,80,Sunny,18.5,131,20,gen_d801fee036
Cake,2025-03-24,144.0,24,Sunny,18.5,36,0,gen_9d071e2782
Salad,2025-03-24,225.0,25,Sunny,18.5,41,0,gen_524dd6fc87
Wrap,2025-03-24,232.5,31,Sunny,18.5,44,0,gen_f502d5486e
Coffee Beans,2025-03-25,750.0,50,Cloudy,18.9,68,0,gen_a57268ecc5
Milk,2025-03-25,288.0,96,Cloudy,18.9,163,0,gen_6666d5a03e
Croissant,2025-03-25,334.12,99,Cloudy,18.9,147,25,gen_0b81c78a3e
Muffin,2025-03-25,161.0,46,Cloudy,18.9,81,0,gen_f10ea7d8d5
Sandwich,2025-03-25,280.8,39,Cloudy,18.9,56,10,gen_cbe9f008bb
Juice,2025-03-25,345.0,69,Cloudy,18.9,117,0,gen_829dbadb64
Tea,2025-03-25,188.0,47,Cloudy,18.9,73,0,gen_0a958eae67
Cake,2025-03-25,150.0,25,Cloudy,18.9,43,0,gen_dbdffd85aa
Salad,2025-03-25,216.0,24,Cloudy,18.9,37,0,gen_9370c9f566
Wrap,2025-03-25,225.0,30,Cloudy,18.9,46,0,gen_69c21f201b
Coffee Beans,2025-03-26,816.0,68,Cloudy,15.9,84,20,gen_ddf42bf7ee
Milk,2025-03-26,309.0,103,Cloudy,15.9,167,0,gen_eae59a98d6
Croissant,2025-03-26,360.0,80,Cloudy,15.9,127,0,gen_9f1ec08b41
Muffin,2025-03-26,185.5,53,Cloudy,15.9,73,0,gen_a78294a38b
Sandwich,2025-03-26,320.0,40,Cloudy,15.9,65,0,gen_0bf5cf2aed
Juice,2025-03-26,340.0,68,Cloudy,15.9,90,0,gen_e15dbf8cca
Tea,2025-03-26,200.0,50,Cloudy,15.9,65,0,gen_fd95398c51
Cake,2025-03-26,156.0,26,Cloudy,15.9,35,0,gen_29b1c51f3b
Salad,2025-03-26,171.0,19,Cloudy,15.9,32,0,gen_a421c29cae
Wrap,2025-03-26,240.0,32,Cloudy,15.9,41,0,gen_19971e5f19
Coffee Beans,2025-03-27,630.0,42,Cloudy,19.2,71,0,gen_2042a3e66a
Milk,2025-03-27,300.0,100,Cloudy,19.2,130,0,gen_353a2e5ecd
Croissant,2025-03-27,315.0,70,Cloudy,19.2,96,0,gen_0dc198e1b8
Muffin,2025-03-27,203.0,58,Cloudy,19.2,73,0,gen_83c2934215
Sandwich,2025-03-27,296.0,37,Cloudy,19.2,63,0,gen_16537b3c85
Juice,2025-03-27,295.0,59,Cloudy,19.2,76,0,gen_db63cb1d63
Tea,2025-03-27,208.0,52,Cloudy,19.2,88,0,gen_5cec02a0a1
Cake,2025-03-27,150.0,25,Cloudy,19.2,38,0,gen_cff1af667f
Salad,2025-03-27,189.0,21,Cloudy,19.2,35,0,gen_e11945d3c1
Wrap,2025-03-27,240.0,32,Cloudy,19.2,39,0,gen_0b6eefcd93
Coffee Beans,2025-03-28,900.0,60,Sunny,22.2,82,0,gen_22d02b5fff
Milk,2025-03-28,351.0,117,Sunny,22.2,185,0,gen_2214cfcc1f
Croissant,2025-03-28,409.5,91,Sunny,22.2,162,0,gen_00f38ed86b
Muffin,2025-03-28,199.5,57,Sunny,22.2,71,0,gen_fc01b3c5c3
Sandwich,2025-03-28,368.0,46,Sunny,22.2,64,0,gen_b6ed5e7804
Juice,2025-03-28,415.0,83,Sunny,22.2,126,0,gen_103c6f9e45
Tea,2025-03-28,296.0,74,Sunny,22.2,92,0,gen_307b221394
Cake,2025-03-28,225.6,47,Sunny,22.2,82,20,gen_2ba4cdd6b9
Salad,2025-03-28,207.0,23,Sunny,22.2,36,0,gen_e76279e56e
Wrap,2025-03-28,262.5,35,Sunny,22.2,52,0,gen_a473d4eb85
Coffee Beans,2025-03-29,930.0,62,Sunny,15.6,110,0,gen_bc22643e58
Milk,2025-03-29,423.0,141,Sunny,15.6,218,0,gen_8801c16ac4
Croissant,2025-03-29,481.95,126,Sunny,15.6,210,15,gen_82c103300c
Muffin,2025-03-29,280.0,80,Sunny,15.6,142,0,gen_1de0c3b797
Sandwich,2025-03-29,416.0,52,Sunny,15.6,62,0,gen_979b41b65a
Juice,2025-03-29,430.0,86,Sunny,15.6,133,0,gen_7498df170e
Tea,2025-03-29,320.0,80,Sunny,15.6,132,0,gen_aa3bb57424
Cake,2025-03-29,252.0,42,Sunny,15.6,58,0,gen_d3cc454b94
Salad,2025-03-29,288.0,32,Sunny,15.6,54,0,gen_c8762d7ef3
Wrap,2025-03-29,375.0,50,Sunny,15.6,76,0,gen_37df615c8a
Coffee Beans,2025-03-30,630.0,42,Rainy,12.0,65,0,gen_eaf6472945
Milk,2025-03-30,270.0,90,Rainy,12.0,146,0,gen_b95bcb4b24
Croissant,2025-03-30,274.5,61,Rainy,12.0,106,0,gen_0b1f497146
Muffin,2025-03-30,206.5,59,Rainy,12.0,82,0,gen_47b9a58289
Sandwich,2025-03-30,240.0,30,Rainy,12.0,53,0,gen_f76849e834
Juice,2025-03-30,280.0,56,Rainy,12.0,81,0,gen_27a95f0922
Tea,2025-03-30,240.0,60,Rainy,12.0,103,0,gen_07252cefac
Cake,2025-03-30,162.0,27,Rainy,12.0,41,0,gen_8ea9eb6276
Salad,2025-03-30,189.0,21,Rainy,12.0,32,0,gen_ee4d2c234e
Wrap,2025-03-30,202.5,27,Rainy,12.0,45,0,gen_48e3bfb301
Coffee Beans,2025-03-31,675.0,45,Sunny,21.0,73,0,gen_78ef19f584
Milk,2025-03-31,273.0,91,Sunny,21.0,141,0,gen_0d9d2e3d45
Croissant,2025-03-31,297.0,66,Sunny,21.0,93,0,gen_ac9181681f
Muffin,2025-03-31,196.0,56,Sunny,21.0,100,0,gen_2e60036f33
Sandwich,2025-03-31,280.0,35,Sunny,21.0,53,0,gen_bf0d68ecc5
Juice,2025-03-31,320.0,80,Sunny,21.0,112,20,gen_9c11e5101b
Tea,2025-03-31,196.0,49,Sunny,21.0,65,0,gen_3839a9ad41
Cake,2025-03-31,180.0,30,Sunny,21.0,39,0,gen_ec48aa8cf6
Salad,2025-03-31,207.0,23,Sunny,21.0,35,0,gen_f0e51024bb
Wrap,2025-03-31,232.5,31,Sunny,21.0,41,0,gen_67c6a4ea64
Coffee Beans,2025-04-01,630.0,42,Sunny,19.5,71,0,gen_4a70833ed4
Milk,2025-04-01,270.0,90,Sunny,19.5,127,0,gen_0b85a96e01
Croissant,2025-04-01,292.5,65,Sunny,19.5,103,0,gen_7bf7b868b0
Muffin,2025-04-01,192.5,55,Sunny,19.5,74,0,gen_1dbbf27c42
Sandwich,2025-04-01,248.0,31,Sunny,19.5,52,0,gen_61c8cd9ac5
Juice,2025-04-01,280.0,56,Sunny,19.5,88,0,gen_b8bf500c83
Tea,2025-04-01,192.0,48,Sunny,19.5,83,0,gen_cfe3c9edaa
Cake,2025-04-01,180.0,30,Sunny,19.5,39,0,gen_af34dc5fb3
Salad,2025-04-01,194.4,27,Sunny,19.5,48,20,gen_04ab0441bd
Wrap,2025-04-01,210.0,28,Sunny,19.5,49,0,gen_4661a76da8
Coffee Beans,2025-04-02,705.0,47,Sunny,16.6,78,0,gen_6a7e99196e
Milk,2025-04-02,317.25,141,Sunny,16.6,205,25,gen_6589603aed
Croissant,2025-04-02,306.0,68,Sunny,16.6,116,0,gen_d1faa4374c
Muffin,2025-04-02,161.0,46,Sunny,16.6,57,0,gen_063799021d
Sandwich,2025-04-02,256.0,32,Sunny,16.6,45,0,gen_826678b8b0
Juice,2025-04-02,310.0,62,Sunny,16.6,106,0,gen_e17004965d
Tea,2025-04-02,240.0,60,Sunny,16.6,80,0,gen_ea4730949e
Cake,2025-04-02,162.0,27,Sunny,16.6,40,0,gen_3f6eec5f2e
Salad,2025-04-02,171.0,19,Sunny,16.6,29,0,gen_5123df6c5a
Wrap,2025-04-02,210.0,28,Sunny,16.6,41,0,gen_bc596d1aea
Coffee Beans,2025-04-03,615.0,41,Sunny,18.0,66,0,gen_38862475e6
Milk,2025-04-03,262.65,103,Sunny,18.0,167,15,gen_0fb834f3fd
Croissant,2025-04-03,355.5,79,Sunny,18.0,141,0,gen_265005e315
Muffin,2025-04-03,178.5,51,Sunny,18.0,77,0,gen_7b6c758bbe
Sandwich,2025-04-03,306.0,45,Sunny,18.0,70,15,gen_eecf64f62a
Juice,2025-04-03,300.0,60,Sunny,18.0,74,0,gen_966f4cd10d
Tea,2025-04-03,196.0,49,Sunny,18.0,63,0,gen_09cf658de1
Cake,2025-04-03,174.0,29,Sunny,18.0,50,0,gen_ec920d36af
Salad,2025-04-03,198.0,22,Sunny,18.0,32,0,gen_960f3040ca
Wrap,2025-04-03,225.0,30,Sunny,18.0,36,0,gen_cf40f2fe7f
Coffee Beans,2025-04-04,780.0,52,Sunny,22.0,74,0,gen_d95b1c2897
Milk,2025-04-04,285.0,95,Sunny,22.0,125,0,gen_f7fe4c5871
Croissant,2025-04-04,351.0,78,Sunny,22.0,108,0,gen_21ef9ee6c4
Muffin,2025-04-04,217.0,62,Sunny,22.0,110,0,gen_345dfc28ad
Sandwich,2025-04-04,352.0,44,Sunny,22.0,66,0,gen_3f7d93ba4a
Juice,2025-04-04,340.0,68,Sunny,22.0,107,0,gen_7fb3316493
Tea,2025-04-04,244.8,68,Sunny,22.0,107,10,gen_25bc9b4ce8
Cake,2025-04-04,210.0,35,Sunny,22.0,55,0,gen_d24d7d505a
Salad,2025-04-04,270.0,30,Sunny,22.0,53,0,gen_5d5c0b1148
Wrap,2025-04-04,270.0,36,Sunny,22.0,57,0,gen_2c87fe50ee
Coffee Beans,2025-04-05,825.0,55,Sunny,22.1,75,0,gen_629f2d9028
Milk,2025-04-05,339.0,113,Sunny,22.1,150,0,gen_d7a32ec119
Croissant,2025-04-05,493.2,137,Sunny,22.1,231,20,gen_71b9a3979b
Muffin,2025-04-05,234.5,67,Sunny,22.1,91,0,gen_091619b771
Sandwich,2025-04-05,392.0,49,Sunny,22.1,84,0,gen_a6bdc4c080
Juice,2025-04-05,505.0,101,Sunny,22.1,172,0,gen_f24c4289cd
Tea,2025-04-05,304.0,76,Sunny,22.1,99,0,gen_b65d2a150a
Cake,2025-04-05,210.0,35,Sunny,22.1,42,0,gen_16dd07c531
Salad,2025-04-05,261.0,29,Sunny,22.1,35,0,gen_ca24c27eef
Wrap,2025-04-05,337.5,45,Sunny,22.1,75,0,gen_0db7004c74
Coffee Beans,2025-04-06,945.0,63,Sunny,20.2,86,0,gen_318b88c7ec
Milk,2025-04-06,432.0,144,Sunny,20.2,234,0,gen_4b4651de56
Croissant,2025-04-06,481.5,107,Sunny,20.2,160,0,gen_530bbab663
Muffin,2025-04-06,287.0,82,Sunny,20.2,126,0,gen_9712b86ab2
Sandwich,2025-04-06,384.0,48,Sunny,20.2,61,0,gen_2d51b5db35
Juice,2025-04-06,481.5,107,Sunny,20.2,146,10,gen_6dcf540553
Tea,2025-04-06,320.0,80,Sunny,20.2,106,0,gen_837c4a14bf
Cake,2025-04-06,246.0,41,Sunny,20.2,60,0,gen_412bffd8fe
Salad,2025-04-06,243.0,27,Sunny,20.2,40,0,gen_98a7ed7364
Wrap,2025-04-06,405.0,72,Sunny,20.2,125,25,gen_1a394e5e8d
Coffee Beans,2025-04-07,450.0,30,Rainy,19.6,43,0,gen_b5df9abd28
Milk,2025-04-07,213.0,71,Rainy,19.6,102,0,gen_07b37ad9b6
Croissant,2025-04-07,198.0,44,Rainy,19.6,68,0,gen_5842b89314
Muffin,2025-04-07,140.0,50,Rainy,19.6,78,20,gen_bd2a772364
Sandwich,2025-04-07,208.0,26,Rainy,19.6,42,0,gen_318e69a27c
Juice,2025-04-07,230.0,46,Rainy,19.6,70,0,gen_9001a9c2ce
Tea,2025-04-07,164.0,41,Rainy,19.6,71,0,gen_b6092a4b23
Cake,2025-04-07,114.0,19,Rainy,19.6,27,0,gen_cebe684098
Salad,2025-04-07,144.0,16,Rainy,19.6,22,0,gen_9875ebbf30
Wrap,2025-04-07,165.0,22,Rainy,19.6,28,0,gen_202498293f
Coffee Beans,2025-04-08,600.0,40,Sunny,15.8,67,0,gen_9387b5dc1c
Milk,2025-04-08,306.0,102,Sunny,15.8,168,0,gen_5964f1392b
Croissant,2025-04-08,319.5,71,Sunny,15.8,124,0,gen_6bc269dfd5
Muffin,2025-04-08,168.0,48,Sunny,15.8,75,0,gen_14dae497db
Sandwich,2025-04-08,288.0,36,Sunny,15.8,56,0,gen_bf6a3e143d
Juice,2025-04-08,290.0,58,Sunny,15.8,92,0,gen_2800916c7c
Tea,2025-04-08,244.0,61,Sunny,15.8,83,0,gen_a3afd7ea44
Cake,2025-04-08,150.0,25,Sunny,15.8,32,0,gen_efe686dacf
Salad,2025-04-08,207.0,23,Sunny,15.8,30,0,gen_7197c2b6ef
Wrap,2025-04-08,240.0,32,Sunny,15.8,48,0,gen_60ef83fadd
Coffee Beans,2025-04-09,675.0,45,Sunny,15.9,76,0,gen_5cbc4b9580
Milk,2025-04-09,237.0,79,Sunny,15.9,98,0,gen_1643c444ad
Croissant,2025-04-09,297.0,66,Sunny,15.9,100,0,gen_513e02dcb0
Muffin,2025-04-09,182.0,52,Sunny,15.9,92,0,gen_bf3e8c7047
Sandwich,2025-04-09,312.0,39,Sunny,15.9,51,0,gen_9e838d19c4
Juice,2025-04-09,325.0,65,Sunny,15.9,81,0,gen_46fd00472a
Tea,2025-04-09,184.0,46,Sunny,15.9,55,0,gen_762862a055
Cake,2025-04-09,144.0,24,Sunny,15.9,38,0,gen_b2afd2fea1
Salad,2025-04-09,216.0,24,Sunny,15.9,35,0,gen_336bd21926
